Id,Department__c,Category__c,Sub_Category__c,Type__c,Quantity__c,Unit_Price__c
a00P0000006KZ38IAG,Development,Quality Assurance,Cat2,TypeB,1,13.19
a00P0000006KZ39IAG,Development,Quality Assurance,Cat3,TypeC,4,42.34
a00P0000006KZ3AIAW,Development,Coding,Cat3,TypeA,7,27.46
a00P0000006KZ3BIAW,Development,Quality Assurance,Cat2,TypeC,5,58.4
a00P0000006KZ3CIAW,Operations,Human Resources,Cat1,TypeC,7,12.53
a00P0000006KZ3DIAW,Development,Coding,Cat2,TypeC,1,89.29
a00P0000006KZ3EIAW,Support,Tier 1,Cat3,TypeA,3,77.81
a00P0000006KZ3FIAW,Development,Quality Assurance,Cat1,TypeC,8,49.97
a00P0000006KZ3GIAW,Marketing,ABM,Cat1,TypeB,10,48.62
a00P0000006KZ3HIAW,Support,Tier 2,Cat3,TypeC,4,9.21
a00P0000006KZ3IIAW,Support,Tier 3,Cat3,TypeC,4,24.94
a00P0000006KZ3JIAW,Sales,Pre Sales,Cat3,TypeB,8,61.53
a00P0000006KZ3KIAW,Development,Coding,Cat2,TypeC,10,65.95
a00P0000006KZ3LIAW,Support,Tier 3,Cat2,TypeA,3,24.39
a00P0000006KZ3MIAW,Marketing,ABM,Cat1,TypeC,5,32.41
a00P0000006KZ3NIAW,Development,Coding,Cat1,TypeA,7,20.9
a00P0000006KZ3OIAW,Sales,Sales Engineering,Cat2,TypeB,7,10.09
a00P0000006KZ3PIAW,Support,Tier 3,Cat3,TypeC,7,71.5
a00P0000006KZ3QIAW,Sales,Sales Engineering,Cat3,TypeB,10,54.97
a00P0000006KZ3RIAW,Development,Quality Assurance,Cat1,TypeC,1,54.37
a00P0000006KZ3SIAW,Sales,Pre Sales,Cat2,TypeA,6,63.75
a00P0000006KZ3TIAW,Development,Coding,Cat1,TypeA,5,77.21
a00P0000006KZ3UIAW,Sales,Sales Engineering,Cat1,TypeB,7,9.94
a00P0000006KZ3VIAW,Support,Tier 3,Cat2,TypeB,2,69.62
a00P0000006KZ3WIAW,Development,Quality Assurance,Cat1,TypeC,8,93.22
a00P0000006KZ3XIAW,Marketing,ABM,Cat2,TypeB,4,30.18
a00P0000006KZ3YIAW,Operations,Human Resources,Cat2,TypeB,4,11.56
a00P0000006KZ3ZIAW,Support,Tier 1,Cat1,TypeA,6,99.89
a00P0000006KZ3aIAG,Development,Coding,Cat2,TypeC,6,79.26
a00P0000006KZ3bIAG,Operations,Performance Management,Cat3,TypeB,5,27.07
a00P0000006KZ3cIAG,Support,Tier 1,Cat1,TypeC,6,58.79
a00P0000006KZ3dIAG,Support,Tier 3,Cat3,TypeB,6,4.07
a00P0000006KZ3eIAG,Marketing,ABM,Cat2,TypeB,9,98.9
a00P0000006KZ3fIAG,Development,Coding,Cat2,TypeB,1,93.06
a00P0000006KZ3gIAG,Operations,Performance Management,Cat3,TypeC,9,46.16
a00P0000006KZ3hIAG,Operations,Human Resources,Cat1,TypeC,4,37.52
a00P0000006KZ3iIAG,Sales,Sales Engineering,Cat1,TypeB,1,68.9
a00P0000006KZ3jIAG,Sales,Pre Sales,Cat3,TypeA,9,39.36
a00P0000006KZ3kIAG,Sales,Pre Sales,Cat2,TypeC,5,80.18
a00P0000006KZ3lIAG,Operations,Performance Management,Cat1,TypeB,8,27.61
a00P0000006KZ3mIAG,Sales,Sales Engineering,Cat3,TypeC,3,60.15
a00P0000006KZ3nIAG,Marketing,ABM,Cat1,TypeA,1,23.22
a00P0000006KZ3oIAG,Sales,Sales Engineering,Cat3,TypeC,1,43.73
a00P0000006KZ3pIAG,Development,Coding,Cat1,TypeC,4,7.52
a00P0000006KZ3qIAG,Marketing,ABM,Cat1,TypeC,9,69.11
a00P0000006KZ3rIAG,Development,Quality Assurance,Cat3,TypeA,8,71.21
a00P0000006KZ3sIAG,Sales,Pre Sales,Cat1,TypeB,3,11.13
a00P0000006KZ3tIAG,Marketing,ABM,Cat1,TypeC,9,25.67
a00P0000006KZ3uIAG,Operations,Performance Management,Cat2,TypeA,6,30.63
a00P0000006KZ3vIAG,Operations,Human Resources,Cat3,TypeB,3,79.24
a00P0000006KZ3wIAG,Operations,Performance Management,Cat1,TypeC,7,44.88
a00P0000006KZ3xIAG,Development,Coding,Cat3,TypeC,10,95.23
a00P0000006KZ3yIAG,Operations,Performance Management,Cat3,TypeC,2,63.27
a00P0000006KZ3zIAG,Operations,Performance Management,Cat2,TypeA,9,92.82
a00P0000006KZ40IAG,Sales,Sales Engineering,Cat3,TypeC,9,94.41
a00P0000006KZ41IAG,Marketing,ABM,Cat1,TypeA,3,25.14
a00P0000006KZ42IAG,Sales,Sales Engineering,Cat2,TypeB,8,45.37
a00P0000006KZ43IAG,Operations,Human Resources,Cat1,TypeB,2,89.87
a00P0000006KZ44IAG,Operations,Human Resources,Cat3,TypeC,4,39.77
a00P0000006KZ45IAG,Support,Tier 1,Cat1,TypeA,3,39.52
a00P0000006KZ46IAG,Development,Coding,Cat2,TypeC,4,16.23
a00P0000006KZ47IAG,Support,Tier 2,Cat3,TypeB,4,14.49
a00P0000006KZ48IAG,Sales,Sales Engineering,Cat3,TypeC,5,75.73
a00P0000006KZ49IAG,Development,Coding,Cat3,TypeB,9,85.6
a00P0000006KZ4AIAW,Operations,Performance Management,Cat1,TypeC,1,8.6
a00P0000006KZ4BIAW,Support,Tier 1,Cat1,TypeC,3,38.71
a00P0000006KZ4CIAW,Support,Tier 3,Cat3,TypeA,2,33.4
a00P0000006KZ4DIAW,Development,Quality Assurance,Cat3,TypeA,4,43.87
a00P0000006KZ4EIAW,Sales,Sales Engineering,Cat1,TypeB,5,93.79
a00P0000006KZ4FIAW,Sales,Pre Sales,Cat3,TypeC,6,39.97
a00P0000006KZ4GIAW,Operations,Human Resources,Cat3,TypeA,7,59.71
a00P0000006KZ4HIAW,Development,Quality Assurance,Cat3,TypeC,8,46.69
a00P0000006KZ4IIAW,Operations,Human Resources,Cat2,TypeB,10,43.79
a00P0000006KZ4JIAW,Sales,Sales Engineering,Cat2,TypeA,5,31.76
a00P0000006KZ4KIAW,Support,Tier 2,Cat2,TypeA,3,60.85
a00P0000006KZ4LIAW,Operations,Human Resources,Cat3,TypeB,4,56.58
a00P0000006KZ4MIAW,Marketing,ABM,Cat2,TypeB,6,13.03
a00P0000006KZ4NIAW,Marketing,ABM,Cat2,TypeC,4,24.58
a00P0000006KZ4OIAW,Sales,Pre Sales,Cat1,TypeC,7,57.92
a00P0000006KZ4PIAW,Support,Tier 3,Cat2,TypeB,8,17.58
a00P0000006KZ4QIAW,Operations,Performance Management,Cat1,TypeA,10,68.44
a00P0000006KZ4RIAW,Support,Tier 3,Cat1,TypeC,9,46.92
a00P0000006KZ4SIAW,Support,Tier 2,Cat3,TypeB,6,83.24
a00P0000006KZ4TIAW,Marketing,ABM,Cat3,TypeC,8,69.38
a00P0000006KZ4UIAW,Development,Quality Assurance,Cat2,TypeB,3,86.12
a00P0000006KZ4VIAW,Sales,Sales Engineering,Cat1,TypeB,5,48.12
a00P0000006KZ4WIAW,Development,Coding,Cat2,TypeB,7,89.95
a00P0000006KZ4XIAW,Operations,Performance Management,Cat1,TypeA,7,92.36
a00P0000006KZ4YIAW,Operations,Performance Management,Cat3,TypeA,8,56.61
a00P0000006KZ4ZIAW,Development,Coding,Cat3,TypeA,1,44.91
a00P0000006KZ4aIAG,Sales,Pre Sales,Cat1,TypeA,2,28.14
a00P0000006KZ4bIAG,Operations,Performance Management,Cat1,TypeA,1,44.02
a00P0000006KZ4cIAG,Sales,Pre Sales,Cat3,TypeB,2,35.92
a00P0000006KZ4dIAG,Support,Tier 2,Cat2,TypeC,4,26.29
a00P0000006KZ4eIAG,Support,Tier 1,Cat2,TypeC,4,58.07
a00P0000006KZ4fIAG,Support,Tier 2,Cat1,TypeC,8,48.54
a00P0000006KZ4gIAG,Marketing,ABM,Cat1,TypeB,8,94.66
a00P0000006KZ4hIAG,Support,Tier 1,Cat1,TypeB,7,47.81
a00P0000006KZ4iIAG,Development,Coding,Cat1,TypeB,2,67.34
a00P0000006KZ4jIAG,Development,Coding,Cat2,TypeB,7,40.87
a00P0000006KZ4kIAG,Marketing,ABM,Cat1,TypeC,5,32.5
a00P0000006KZ4lIAG,Sales,Pre Sales,Cat2,TypeB,10,47.37
a00P0000006KZ4mIAG,Marketing,ABM,Cat3,TypeA,3,98.35
a00P0000006KZ4nIAG,Support,Tier 3,Cat1,TypeC,4,7.06
a00P0000006KZ4oIAG,Development,Quality Assurance,Cat2,TypeA,6,44.09
a00P0000006KZ4pIAG,Marketing,ABM,Cat3,TypeC,10,9.11
a00P0000006KZ4qIAG,Marketing,ABM,Cat3,TypeA,10,75.59
a00P0000006KZ4rIAG,Sales,Pre Sales,Cat1,TypeB,8,88.67
a00P0000006KZ4sIAG,Development,Quality Assurance,Cat2,TypeC,7,62.15
a00P0000006KZ4tIAG,Sales,Pre Sales,Cat1,TypeC,7,57.72
a00P0000006KZ4uIAG,Operations,Performance Management,Cat2,TypeA,1,74.06
a00P0000006KZ4vIAG,Operations,Human Resources,Cat1,TypeA,3,60.58
a00P0000006KZ4wIAG,Marketing,ABM,Cat2,TypeA,4,20.49
a00P0000006KZ4xIAG,Marketing,ABM,Cat1,TypeA,8,59.23
a00P0000006KZ4yIAG,Support,Tier 1,Cat3,TypeB,4,52.54
a00P0000006KZ4zIAG,Marketing,ABM,Cat3,TypeA,6,9.68
a00P0000006KZ50IAG,Development,Coding,Cat2,TypeA,7,20.43
a00P0000006KZ51IAG,Support,Tier 1,Cat1,TypeC,2,6.3
a00P0000006KZ52IAG,Support,Tier 2,Cat1,TypeC,2,18.38
a00P0000006KZ53IAG,Operations,Performance Management,Cat3,TypeB,7,55.79
a00P0000006KZ54IAG,Operations,Human Resources,Cat3,TypeC,1,61.26
a00P0000006KZ55IAG,Operations,Performance Management,Cat1,TypeC,7,38.1
a00P0000006KZ56IAG,Support,Tier 3,Cat1,TypeA,9,59.43
a00P0000006KZ57IAG,Operations,Human Resources,Cat3,TypeC,9,62.29
a00P0000006KZ58IAG,Operations,Performance Management,Cat1,TypeB,8,68.39
a00P0000006KZ59IAG,Sales,Sales Engineering,Cat1,TypeC,4,99
a00P0000006KZ5AIAW,Operations,Performance Management,Cat3,TypeB,7,20.83
a00P0000006KZ5BIAW,Operations,Performance Management,Cat3,TypeA,10,52.52
a00P0000006KZ5CIAW,Support,Tier 1,Cat1,TypeC,9,28.35
a00P0000006KZ5DIAW,Support,Tier 1,Cat1,TypeA,1,54.45
a00P0000006KZ5EIAW,Sales,Pre Sales,Cat1,TypeA,4,65.49
a00P0000006KZ5FIAW,Development,Quality Assurance,Cat1,TypeC,10,58.94
a00P0000006KZ5GIAW,Development,Coding,Cat3,TypeB,10,35.2
a00P0000006KZ5HIAW,Development,Coding,Cat3,TypeA,10,28.86
a00P0000006KZ5IIAW,Development,Quality Assurance,Cat3,TypeA,3,72.71
a00P0000006KZ5JIAW,Operations,Human Resources,Cat1,TypeB,4,8.59
a00P0000006KZ5KIAW,Development,Quality Assurance,Cat2,TypeA,8,32.68
a00P0000006KZ5LIAW,Operations,Performance Management,Cat3,TypeB,2,1.75
a00P0000006KZ5MIAW,Marketing,ABM,Cat3,TypeB,6,86.78
a00P0000006KZ5NIAW,Operations,Performance Management,Cat2,TypeB,5,91.81
a00P0000006KZ5OIAW,Sales,Pre Sales,Cat1,TypeC,1,26.63
a00P0000006KZ5PIAW,Marketing,ABM,Cat2,TypeB,10,91.42
a00P0000006KZ5QIAW,Marketing,ABM,Cat1,TypeC,1,35.3
a00P0000006KZ5RIAW,Development,Quality Assurance,Cat2,TypeC,10,20.59
a00P0000006KZ5SIAW,Operations,Performance Management,Cat2,TypeB,2,89.16
a00P0000006KZ5TIAW,Marketing,ABM,Cat3,TypeA,10,64.76
a00P0000006KZ5UIAW,Development,Coding,Cat1,TypeC,8,99.93
a00P0000006KZ5VIAW,Support,Tier 3,Cat2,TypeB,6,92.75
a00P0000006KZ5WIAW,Operations,Performance Management,Cat1,TypeA,9,73.63
a00P0000006KZ5XIAW,Support,Tier 3,Cat2,TypeC,9,73.12
a00P0000006KZ5YIAW,Sales,Sales Engineering,Cat2,TypeB,2,47.93
a00P0000006KZ5ZIAW,Sales,Sales Engineering,Cat1,TypeB,9,99.26
a00P0000006KZ5aIAG,Sales,Pre Sales,Cat2,TypeA,2,58.89
a00P0000006KZ5bIAG,Support,Tier 3,Cat2,TypeA,3,99.53
a00P0000006KZ5cIAG,Operations,Performance Management,Cat3,TypeB,5,39.22
a00P0000006KZ5dIAG,Marketing,ABM,Cat1,TypeA,7,66.54
a00P0000006KZ5eIAG,Sales,Sales Engineering,Cat1,TypeB,2,59.35
a00P0000006KZ5fIAG,Development,Coding,Cat2,TypeC,4,74.65
a00P0000006KZ5gIAG,Marketing,ABM,Cat3,TypeA,5,94.34
a00P0000006KZ5hIAG,Sales,Pre Sales,Cat1,TypeB,1,79.4
a00P0000006KZ5iIAG,Support,Tier 2,Cat1,TypeC,6,42.8
a00P0000006KZ5jIAG,Development,Quality Assurance,Cat1,TypeC,5,23.91
a00P0000006KZ5kIAG,Development,Quality Assurance,Cat2,TypeC,7,24.58
a00P0000006KZ5lIAG,Support,Tier 2,Cat1,TypeA,7,43.68
a00P0000006KZ5mIAG,Development,Quality Assurance,Cat1,TypeC,9,13.2
a00P0000006KZ5nIAG,Sales,Pre Sales,Cat3,TypeB,6,65.71
a00P0000006KZ5oIAG,Support,Tier 3,Cat2,TypeB,10,85.19
a00P0000006KZ5pIAG,Operations,Human Resources,Cat1,TypeA,6,96.97
a00P0000006KZ5qIAG,Marketing,ABM,Cat1,TypeA,5,62.1
a00P0000006KZ5rIAG,Operations,Performance Management,Cat2,TypeC,2,46.73
a00P0000006KZ5sIAG,Sales,Sales Engineering,Cat2,TypeA,4,38.37
a00P0000006KZ5tIAG,Development,Coding,Cat1,TypeA,4,32.83
a00P0000006KZ5uIAG,Development,Coding,Cat2,TypeA,9,23.71
a00P0000006KZ5vIAG,Support,Tier 1,Cat2,TypeB,1,97.06
a00P0000006KZ5wIAG,Development,Quality Assurance,Cat1,TypeB,1,85.75
a00P0000006KZ5xIAG,Marketing,ABM,Cat1,TypeB,10,64.47
a00P0000006KZ5yIAG,Support,Tier 2,Cat1,TypeA,8,30.73
a00P0000006KZ5zIAG,Development,Coding,Cat3,TypeB,8,68.98
a00P0000006KZ60IAG,Marketing,ABM,Cat3,TypeA,9,50.97
a00P0000006KZ61IAG,Sales,Pre Sales,Cat2,TypeB,2,6.11
a00P0000006KZ62IAG,Support,Tier 3,Cat1,TypeA,4,75.46
a00P0000006KZ63IAG,Support,Tier 1,Cat2,TypeB,4,44.82
a00P0000006KZ64IAG,Marketing,ABM,Cat3,TypeC,9,51.68
a00P0000006KZ65IAG,Support,Tier 3,Cat1,TypeC,1,88.2
a00P0000006KZ66IAG,Marketing,ABM,Cat1,TypeA,5,34.58
a00P0000006KZ67IAG,Support,Tier 1,Cat3,TypeC,7,56.91
a00P0000006KZ68IAG,Development,Quality Assurance,Cat2,TypeB,4,56.02
a00P0000006KZ69IAG,Sales,Pre Sales,Cat1,TypeC,9,21.14
a00P0000006KZ6AIAW,Operations,Performance Management,Cat3,TypeC,7,58.44
a00P0000006KZ6BIAW,Sales,Sales Engineering,Cat1,TypeC,6,13.17
a00P0000006KZ6CIAW,Operations,Human Resources,Cat1,TypeC,7,19.65
a00P0000006KZ6DIAW,Support,Tier 1,Cat2,TypeA,10,14.52
a00P0000006KZ6EIAW,Development,Quality Assurance,Cat2,TypeC,2,91.01
a00P0000006KZ6FIAW,Development,Coding,Cat1,TypeC,2,15.31
a00P0000006KZ6GIAW,Marketing,ABM,Cat2,TypeA,2,38.09
a00P0000006KZ6HIAW,Sales,Pre Sales,Cat1,TypeC,7,43.34
a00P0000006KZ6IIAW,Support,Tier 1,Cat2,TypeC,4,73.23
a00P0000006KZ6JIAW,Operations,Human Resources,Cat3,TypeC,7,36.45
a00P0000006KZ6KIAW,Development,Coding,Cat3,TypeC,1,96.91
a00P0000006KZ6LIAW,Marketing,ABM,Cat1,TypeC,7,73.99
a00P0000006KZ6MIAW,Support,Tier 1,Cat3,TypeC,3,10.06
a00P0000006KZ6NIAW,Development,Quality Assurance,Cat2,TypeB,3,25.85
a00P0000006KZ6OIAW,Marketing,ABM,Cat3,TypeC,2,99.64
a00P0000006KZ6PIAW,Sales,Sales Engineering,Cat3,TypeB,1,64.5
a00P0000006KZ6QIAW,Development,Quality Assurance,Cat2,TypeA,3,38.32
a00P0000006KZ6RIAW,Support,Tier 3,Cat3,TypeB,8,5.65
a00P0000006KZ6SIAW,Marketing,ABM,Cat1,TypeC,5,96.58
a00P0000006KZ6TIAW,Development,Quality Assurance,Cat2,TypeA,7,92.66
a00P0000006KZ6UIAW,Sales,Sales Engineering,Cat1,TypeB,1,32.79
a00P0000006KZ6VIAW,Development,Quality Assurance,Cat2,TypeC,1,92.04
a00P0000006KZ6WIAW,Development,Coding,Cat3,TypeA,6,66
a00P0000006KZ6XIAW,Support,Tier 3,Cat2,TypeB,1,65.45
a00P0000006KZ6YIAW,Support,Tier 3,Cat2,TypeA,1,80.14
a00P0000006KZ6ZIAW,Operations,Performance Management,Cat1,TypeA,3,60.66
a00P0000006KZ6aIAG,Development,Quality Assurance,Cat1,TypeC,8,51.6
a00P0000006KZ6bIAG,Sales,Pre Sales,Cat1,TypeC,1,51.45
a00P0000006KZ6cIAG,Operations,Human Resources,Cat3,TypeB,6,58.72
a00P0000006KZ6dIAG,Operations,Performance Management,Cat2,TypeC,4,29.49
a00P0000006KZ6eIAG,Operations,Performance Management,Cat3,TypeC,6,81.83
a00P0000006KZ6fIAG,Marketing,ABM,Cat1,TypeC,6,76.36
a00P0000006KZ6gIAG,Marketing,ABM,Cat2,TypeC,7,71.45
a00P0000006KZ6hIAG,Operations,Human Resources,Cat2,TypeA,7,25.69
a00P0000006KZ6iIAG,Operations,Human Resources,Cat2,TypeA,2,25.24
a00P0000006KZ6jIAG,Support,Tier 1,Cat3,TypeA,7,57.58
a00P0000006KZ6kIAG,Operations,Performance Management,Cat2,TypeA,4,66.72
a00P0000006KZ6lIAG,Development,Quality Assurance,Cat1,TypeA,6,35.98
a00P0000006KZ6mIAG,Sales,Pre Sales,Cat3,TypeB,10,32.06
a00P0000006KZ6nIAG,Operations,Human Resources,Cat2,TypeC,8,30.86
a00P0000006KZ6oIAG,Sales,Sales Engineering,Cat1,TypeA,1,81.19
a00P0000006KZ6pIAG,Sales,Pre Sales,Cat3,TypeA,8,54.38
a00P0000006KZ6qIAG,Operations,Human Resources,Cat1,TypeB,6,34.26
a00P0000006KZ6rIAG,Development,Coding,Cat2,TypeA,8,27.2
a00P0000006KZ6sIAG,Operations,Human Resources,Cat2,TypeC,4,96.82
a00P0000006KZ6tIAG,Development,Quality Assurance,Cat1,TypeB,8,91.77
a00P0000006KZ6uIAG,Development,Coding,Cat1,TypeA,9,85.13
a00P0000006KZ6vIAG,Operations,Human Resources,Cat1,TypeB,2,71.25
a00P0000006KZ6wIAG,Sales,Sales Engineering,Cat1,TypeB,3,72.23
a00P0000006KZ6xIAG,Development,Coding,Cat1,TypeB,9,91.84
a00P0000006KZ6yIAG,Sales,Sales Engineering,Cat2,TypeB,8,65.9
a00P0000006KZ6zIAG,Development,Quality Assurance,Cat1,TypeA,6,17.06
a00P0000006KZ70IAG,Development,Coding,Cat2,TypeA,8,49.36
a00P0000006KZ71IAG,Operations,Performance Management,Cat2,TypeC,4,92.53
a00P0000006KZ72IAG,Operations,Human Resources,Cat2,TypeB,3,32.34
a00P0000006KZ73IAG,Support,Tier 1,Cat3,TypeA,6,33.84
a00P0000006KZ74IAG,Development,Coding,Cat2,TypeA,7,61.37
a00P0000006KZ75IAG,Development,Quality Assurance,Cat2,TypeB,7,95.79
a00P0000006KZ76IAG,Development,Quality Assurance,Cat2,TypeA,8,66.2
a00P0000006KZ77IAG,Sales,Pre Sales,Cat3,TypeC,1,67.7
a00P0000006KZ78IAG,Support,Tier 2,Cat1,TypeA,6,52.19
a00P0000006KZ79IAG,Development,Coding,Cat3,TypeA,2,65.53
a00P0000006KZ7AIAW,Development,Quality Assurance,Cat2,TypeA,1,3.04
a00P0000006KZ7BIAW,Operations,Human Resources,Cat1,TypeC,10,53.75
a00P0000006KZ7CIAW,Sales,Pre Sales,Cat3,TypeC,6,89.05
a00P0000006KZ7DIAW,Sales,Pre Sales,Cat2,TypeA,3,54.23
a00P0000006KZ7EIAW,Operations,Human Resources,Cat3,TypeC,10,17.68
a00P0000006KZ7FIAW,Sales,Pre Sales,Cat3,TypeA,6,62.84
a00P0000006KZ7GIAW,Support,Tier 1,Cat3,TypeC,7,12.36
a00P0000006KZ7HIAW,Sales,Pre Sales,Cat1,TypeB,9,92.38
a00P0000006KZ7IIAW,Marketing,ABM,Cat1,TypeC,5,9.28
a00P0000006KZ7JIAW,Support,Tier 1,Cat1,TypeA,7,58.29
a00P0000006KZ7KIAW,Operations,Human Resources,Cat3,TypeA,10,11.6
a00P0000006KZ7LIAW,Marketing,ABM,Cat3,TypeB,3,25.62
a00P0000006KZ7MIAW,Support,Tier 1,Cat1,TypeA,10,48.27
a00P0000006KZ7NIAW,Sales,Sales Engineering,Cat3,TypeB,2,92.13
a00P0000006KZ7OIAW,Operations,Human Resources,Cat2,TypeC,7,65.55
a00P0000006KZ7PIAW,Sales,Sales Engineering,Cat2,TypeC,8,3.86
a00P0000006KZ7QIAW,Support,Tier 3,Cat2,TypeA,8,87.4
a00P0000006KZ7RIAW,Operations,Human Resources,Cat1,TypeA,3,78.46
a00P0000006KZ7SIAW,Operations,Human Resources,Cat2,TypeB,7,28.23
a00P0000006KZ7TIAW,Sales,Pre Sales,Cat1,TypeB,7,80.37
a00P0000006KZ7UIAW,Support,Tier 1,Cat2,TypeB,7,76.96
a00P0000006KZ7VIAW,Operations,Human Resources,Cat1,TypeB,8,79.43
a00P0000006KZ7WIAW,Sales,Sales Engineering,Cat2,TypeB,3,26.1
a00P0000006KZ7XIAW,Marketing,ABM,Cat1,TypeA,9,99.13
a00P0000006KZ7YIAW,Development,Coding,Cat3,TypeA,6,92.25
a00P0000006KZ7ZIAW,Development,Quality Assurance,Cat1,TypeA,1,50.96
a00P0000006KZ7aIAG,Support,Tier 3,Cat3,TypeC,6,10.38
a00P0000006KZ7bIAG,Operations,Performance Management,Cat1,TypeC,6,42.5
a00P0000006KZ7cIAG,Sales,Sales Engineering,Cat1,TypeC,8,30.06
a00P0000006KZ7dIAG,Support,Tier 1,Cat1,TypeC,2,97.76
a00P0000006KZ7eIAG,Marketing,ABM,Cat3,TypeB,5,47.85
a00P0000006KZ7fIAG,Operations,Performance Management,Cat3,TypeB,6,97.78
a00P0000006KZ7gIAG,Operations,Performance Management,Cat2,TypeB,4,47.85
a00P0000006KZ7hIAG,Development,Coding,Cat1,TypeB,3,15.99
a00P0000006KZ7iIAG,Marketing,ABM,Cat2,TypeC,5,39.95
a00P0000006KZ7jIAG,Development,Quality Assurance,Cat3,TypeA,5,40.66
a00P0000006KZ7kIAG,Development,Quality Assurance,Cat2,TypeC,8,97.04
a00P0000006KZ7lIAG,Sales,Sales Engineering,Cat1,TypeC,10,99.37
a00P0000006KZ7mIAG,Development,Quality Assurance,Cat3,TypeB,9,49.81
a00P0000006KZ7nIAG,Development,Quality Assurance,Cat2,TypeB,3,58.79
a00P0000006KZ7oIAG,Development,Quality Assurance,Cat1,TypeA,9,74.31
a00P0000006KZ7pIAG,Operations,Performance Management,Cat1,TypeC,7,51.6
a00P0000006KZ7qIAG,Marketing,ABM,Cat2,TypeA,3,16.72
a00P0000006KZ7rIAG,Support,Tier 3,Cat3,TypeB,3,51.12
a00P0000006KZ7sIAG,Operations,Performance Management,Cat3,TypeA,8,51.9
a00P0000006KZ7tIAG,Operations,Performance Management,Cat1,TypeA,5,8.24
a00P0000006KZ7uIAG,Development,Coding,Cat1,TypeB,2,8.84
a00P0000006KZ7vIAG,Marketing,ABM,Cat3,TypeC,8,86.46
a00P0000006KZ7wIAG,Marketing,ABM,Cat1,TypeC,10,89.21
a00P0000006KZ7xIAG,Operations,Performance Management,Cat1,TypeA,5,49.04
a00P0000006KZ7yIAG,Support,Tier 1,Cat3,TypeC,2,65.9
a00P0000006KZ7zIAG,Support,Tier 1,Cat2,TypeA,9,79.84
a00P0000006KZ80IAG,Sales,Sales Engineering,Cat3,TypeB,9,47.92
a00P0000006KZ81IAG,Support,Tier 1,Cat1,TypeA,1,88.48
a00P0000006KZ82IAG,Support,Tier 2,Cat2,TypeC,7,90.24
a00P0000006KZ83IAG,Sales,Pre Sales,Cat1,TypeC,1,98.48
a00P0000006KZ84IAG,Sales,Sales Engineering,Cat2,TypeB,2,50.25
a00P0000006KZ85IAG,Marketing,ABM,Cat2,TypeA,3,19.63
a00P0000006KZ86IAG,Sales,Sales Engineering,Cat3,TypeB,6,72.5
a00P0000006KZ87IAG,Operations,Human Resources,Cat2,TypeC,1,98.84
a00P0000006KZ88IAG,Support,Tier 3,Cat2,TypeB,6,44.61
a00P0000006KZ89IAG,Sales,Pre Sales,Cat3,TypeC,2,8.36
a00P0000006KZ8AIAW,Marketing,ABM,Cat2,TypeC,7,4.88
a00P0000006KZ8BIAW,Support,Tier 2,Cat3,TypeC,3,99.79
a00P0000006KZ8CIAW,Support,Tier 2,Cat3,TypeB,4,6.6
a00P0000006KZ8DIAW,Sales,Pre Sales,Cat3,TypeC,2,78.88
a00P0000006KZ8EIAW,Operations,Human Resources,Cat3,TypeA,2,52.2
a00P0000006KZ8FIAW,Sales,Sales Engineering,Cat3,TypeA,5,62.12
a00P0000006KZ8GIAW,Support,Tier 2,Cat2,TypeB,7,72.78
a00P0000006KZ8HIAW,Sales,Sales Engineering,Cat3,TypeA,5,78.29
a00P0000006KZ8IIAW,Operations,Performance Management,Cat3,TypeC,8,99.9
a00P0000006KZ8JIAW,Development,Coding,Cat3,TypeC,5,46.73
a00P0000006KZ8KIAW,Marketing,ABM,Cat1,TypeC,10,31.98
a00P0000006KZ8LIAW,Sales,Sales Engineering,Cat1,TypeB,6,96.27
a00P0000006KZ8MIAW,Operations,Human Resources,Cat2,TypeA,8,53.1
a00P0000006KZ8NIAW,Operations,Performance Management,Cat1,TypeC,9,49.24
a00P0000006KZ8OIAW,Sales,Pre Sales,Cat3,TypeB,8,81.82
a00P0000006KZ8PIAW,Development,Quality Assurance,Cat1,TypeC,3,76.59
a00P0000006KZ8QIAW,Sales,Sales Engineering,Cat3,TypeC,9,12.95
a00P0000006KZ8RIAW,Support,Tier 2,Cat3,TypeA,8,13.87
a00P0000006KZ8SIAW,Marketing,ABM,Cat3,TypeC,10,87.14
a00P0000006KZ8TIAW,Operations,Performance Management,Cat2,TypeB,3,77.95
a00P0000006KZ8UIAW,Support,Tier 2,Cat1,TypeA,3,13.03
a00P0000006KZ8VIAW,Marketing,ABM,Cat2,TypeA,3,24.25
a00P0000006KZ8WIAW,Sales,Sales Engineering,Cat1,TypeA,2,83.54
a00P0000006KZ8XIAW,Support,Tier 1,Cat2,TypeA,10,58.7
a00P0000006KZ8YIAW,Marketing,ABM,Cat1,TypeB,5,82.88
a00P0000006KZ8ZIAW,Marketing,ABM,Cat1,TypeC,2,39.93
a00P0000006KZ8aIAG,Operations,Human Resources,Cat1,TypeA,2,2.15
a00P0000006KZ8bIAG,Marketing,ABM,Cat2,TypeA,9,45.34
a00P0000006KZ8cIAG,Sales,Sales Engineering,Cat2,TypeB,7,86.41
a00P0000006KZ8dIAG,Sales,Pre Sales,Cat1,TypeA,9,69.14
a00P0000006KZ8eIAG,Sales,Pre Sales,Cat2,TypeC,10,22
